Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
JANJIKNC_06056 hypothetical protein,18.94651,18.58609,18.06811,25.06382,24.98564,24.48536,20.21122,19.31411,18.21878,19.33034,20.27481,20.98085,20.38026,19.64778,20.11997
JANJIKNC_06057 Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2,21.00867,21.11946,20.58765,19.1387,20.50858,21.81269,21.24615,21.38722,20.2815,19.41334,19.21102,19.20004,20.88614,20.33865,20.81276
JANJIKNC_06065 hypothetical protein,21.24319,20.89948,21.2524,20.94442,20.48562,19.9315,20.55553,20.13144,18.81448,19.10031,20.31617,20.67797,21.32108,21.23351,21.15684
JANJIKNC_06072 Cyanate hydratase,18.64623,19.30389,18.57602,19.66922,20.08236,19.66579,17.98215,18.45599,18.30144,19.69695,18.44182,18.8789,19.59551,18.89386,18.61151
JANJIKNC_06076 Putative coenzyme F420-dependent oxidoreductase,20.89475,20.35917,20.59405,18.71533,20.68068,18.55294,20.15239,20.56039,20.43563,19.37331,19.30748,18.72351,20.17719,19.27501,18.13217
JANJIKNC_06078 Fructose-bisphosphate aldolase,20.11997,19.56633,20.08421,19.06424,21.00516,20.51401,19.37384,19.3781,18.70815,19.64756,20.36581,19.85592,19.75545,19.6235,18.78921
JANJIKNC_06085 Adenylosuccinate synthetase,22.08651,22.01342,22.16852,18.98233,19.99613,19.32116,20.98711,20.89453,21.28574,19.85322,19.56369,21.6352,21.90393,22.38461,21.83877
JANJIKNC_06086 hypothetical protein,19.02271,20.69761,20.71858,19.67265,20.30862,19.43945,20.17341,20.23374,20.73637,19.0597,19.88281,19.02604,20.71641,19.29081,18.78099
JANJIKNC_06090 Beta-ketoacyl-[acyl-carrier-protein] synthase FabY,22.50923,23.105,21.87106,22.75401,20.77957,24.06792,23.48567,23.14871,22.94821,23.43708,21.84188,21.99549,21.89933,22.27492,22.0467
JANJIKNC_06099 hypothetical protein,21.95337,21.35735,21.72746,21.78764,20.63114,21.11458,21.47936,21.02249,21.63733,22.20699,22.43939,22.01883,22.71892,22.1316,22.22797
JANJIKNC_06104 Putative acyltransferase,20.65918,20.77,20.77523,18.62524,20.37379,22.11943,21.72767,21.82815,22.40663,20.20504,21.20479,19.2365,20.95049,21.56323,19.3074
JANJIKNC_06105 Fatty acid oxidation complex subunit alpha,22.32441,22.70231,21.88278,22.10859,20.46437,23.2383,23.15275,23.72765,22.91612,22.08002,19.49198,21.42209,22.61135,22.49573,22.50903
JANJIKNC_06112 hypothetical protein,21.02925,21.14756,21.03423,19.45808,20.51484,19.80539,23.3453,22.43161,23.45287,22.52267,22.0448,21.13652,23.05838,21.47966,22.0058
JANJIKNC_06113 F420-dependent glucose-6-phosphate dehydrogenase,20.40551,20.47783,20.58921,18.71218,21.33326,20.36528,20.02025,20.25014,19.98203,19.4613,20.98531,20.82679,20.1841,19.08079,19.89652
JANJIKNC_06117 hypothetical protein,22.10005,22.13562,22.03137,21.85628,20.42103,21.50349,21.83503,21.74956,22.13577,18.55988,19.82966,19.29944,21.25049,21.76729,22.00898
JANJIKNC_06129 hypothetical protein,18.4277,19.4829,19.12908,19.14088,20.50604,21.80947,20.64957,20.69277,19.09769,19.39099,19.05612,19.49085,19.61418,19.65255,18.69995
JANJIKNC_06134 hypothetical protein,21.25142,21.64838,21.7314,20.36933,20.29159,21.63338,22.53583,23.10966,22.56491,18.77228,21.56793,21.20162,22.2436,22.10345,22.44763
JANJIKNC_06146 Oligoribonuclease,22.45734,22.00604,22.44609,21.82989,20.9295,21.33178,22.30009,22.00491,22.75297,19.66327,19.62786,19.15671,19.33347,21.90525,18.28133
JANJIKNC_06147 hypothetical protein,22.57219,23.29684,22.59751,18.99112,20.83379,19.44735,21.04574,21.59364,21.03026,19.18539,21.62149,22.60241,21.46702,21.25788,21.05033
JANJIKNC_06148 Sulfoacetaldehyde reductase 2,22.8342,22.49836,22.71308,22.21303,20.04697,21.7545,22.25583,22.16889,22.932,22.93432,23.06174,22.52368,22.70052,22.9667,22.52287
JANJIKNC_06154 hypothetical protein,19.34341,19.52143,19.40045,19.57376,19.87806,19.95692,18.89877,18.24779,18.97771,19.56244,19.35735,19.72505,19.35844,19.5799,19.23351
JANJIKNC_06175 DNA gyrase subunit A,18.66045,19.89728,18.98033,19.04447,20.93893,19.26158,22.25067,21.87369,20.06355,20.61028,20.3374,19.5605,19.51046,19.54978,19.37573
JANJIKNC_06180 Cell wall synthesis protein CwsA,24.79561,24.62059,24.51063,23.1721,22.40145,22.92655,23.88688,23.85567,23.91461,23.80459,24.3057,24.35837,24.66628,24.42963,24.90325
JANJIKNC_06181 Peptidyl-prolyl cis-trans isomerase A,24.44474,23.76091,24.44228,22.92454,22.25759,22.54416,24.54657,24.43911,24.53011,23.27483,23.63279,22.20833,22.62981,23.40574,22.65903
JANJIKNC_06187 Serine/threonine-protein kinase PknA,20.4287,20.10329,20.52229,18.69653,20.41334,19.36178,19.81377,19.92657,19.43345,19.75582,19.57846,20.18515,18.62831,19.98741,19.6888
JANJIKNC_06212 ESX secretion system protein EccC,18.98752,19.4991,19.48799,19.41702,20.56868,19.24684,20.45433,20.98224,21.79982,19.98779,18.59966,18.79614,18.68932,19.18578,19.26543
JANJIKNC_06268 Serine/threonine-protein kinase PknE,19.09761,19.11158,20.48787,21.21086,20.64022,22.02324,21.51567,22.42509,21.39482,19.08273,19.29337,21.03537,19.47713,18.61023,18.84533
JANJIKNC_06269 Carboxylesterase NlhH,25.58282,25.64661,25.71581,26.27883,26.39689,26.60031,24.97871,24.83171,24.33994,25.29109,25.16442,25.20023,25.26471,25.04131,25.33016
JANJIKNC_06270 putative oxidoreductase/MSMEI_2347,20.73215,18.51372,20.58939,18.51672,21.68627,19.35553,21.80069,20.91561,21.10597,19.43641,19.5665,19.9214,19.30358,19.66792,19.37732
JANJIKNC_06271 putative oxidoreductase/MSMEI_2346,20.6709,18.39087,20.41978,19.86973,19.63576,18.60497,20.76426,20.78604,20.70734,20.86484,18.946,20.8729,19.63464,19.46186,17.95445
JANJIKNC_06274 Prephenate dehydratase,18.92193,19.03819,18.70733,19.27884,21.08414,19.25122,20.15437,20.43237,20.72709,19.45026,19.7114,20.57393,19.05641,19.24992,19.13621
