Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
BDBJPGFE_03208 Hypoxic response protein 1,28.14307,28.16183,27.93725,29.91983,29.96403,29.72855,30.21443,30.20268,30.36588,30.26069,30.54986,30.36911,30.07674,30.26539,30.35142
BDBJPGFE_03211 Bifunctional protein PutA,26.63865,26.61512,26.55973,27.44443,26.81397,25.5505,26.7016,26.64883,26.78394,26.36933,26.72871,26.54898,24.83093,26.65116,24.02852
BDBJPGFE_03213 Osmoregulated proline transporter OpuE,25.9697,26.8028,26.15578,27.30234,24.83071,24.13028,26.85103,26.58233,26.20464,26.8441,26.63796,27.15827,26.58706,26.59889,26.43721
BDBJPGFE_03214 Bifunctional protein PutA,28.98362,29.14241,28.98289,29.47075,29.57047,29.46295,29.51039,29.3452,29.29616,29.03339,29.27384,29.32635,29.31536,29.30999,29.09502
BDBJPGFE_03221 Outer membrane protein W,26.14354,26.58534,27.33125,24.58344,25.84954,24.21626,25.30925,25.42294,23.71211,25.77679,24.50504,25.21261,25.52456,23.90051,24.26941
BDBJPGFE_03225 Ribosomal protein S6--L-glutamate ligase,27.14957,26.92773,26.91912,27.0151,27.19573,26.88786,27.03517,27.14336,26.91319,26.78606,27.31424,27.22343,27.04916,26.96466,26.88821
BDBJPGFE_03228 Fe-S protein maturation auxiliary factor SufT,26.77165,26.83798,26.27782,24.16501,24.89772,24.17529,24.87009,25.92235,22.78342,24.44541,25.29357,24.56786,24.49671,26.5491,23.91703
BDBJPGFE_03229 Cysteine desulfurase,29.28478,29.43476,29.23007,22.90751,25.40527,25.30517,25.24351,25.0525,24.9663,24.62445,25.23286,24.98711,25.23593,24.97544,25.07906
BDBJPGFE_03230 FeS cluster assembly protein SufD,30.32378,30.66628,30.41528,23.26799,25.26403,23.80725,23.80912,24.901,23.98702,24.73877,24.625,24.13571,23.95145,25.01716,24.97342
BDBJPGFE_03231 putative ATP-dependent transporter SufC,29.43645,29.69543,29.52028,27.01977,26.6599,25.66015,27.80839,28.59751,28.11217,28.1162,27.06343,27.79278,24.26728,27.99534,27.76471
BDBJPGFE_03232 FeS cluster assembly protein SufB,28.13844,28.00314,27.98419,27.51991,27.23416,27.43579,27.50423,27.304,27.57629,27.72871,27.42214,27.5479,27.68666,27.69312,27.48585
BDBJPGFE_03235 hypothetical protein,24.52826,24.30549,24.32567,24.47104,24.7156,25.05729,24.47696,25.58728,23.15712,24.00874,23.7547,25.06818,25.43754,24.1297,24.51688
BDBJPGFE_03236 hypothetical protein,26.34957,26.0964,26.51976,24.21948,24.65381,25.51034,22.84089,25.25654,24.84569,24.98626,24.06159,24.42773,24.6942,24.81877,23.94435
BDBJPGFE_03247 DNA-binding protein HU,31.40857,31.11098,30.92266,30.58486,30.27841,30.34149,30.06227,30.15267,30.21269,30.54259,30.98149,30.99226,30.34329,30.48855,30.97014
BDBJPGFE_03248 hypothetical protein,24.91971,26.10771,22.94893,26.82007,24.60107,24.15373,24.16401,25.39077,25.1699,25.39172,25.34296,26.03911,25.21679,24.16077,25.44111
BDBJPGFE_03256 ATP-dependent DNA helicase RecG,24.75108,24.75476,24.49418,25.14091,24.75642,25.05881,25.26635,24.82373,22.51298,24.38222,24.64441,24.63266,24.76936,24.23827,24.70571
BDBJPGFE_03257 Hydrogen peroxide-inducible genes activator,27.4906,27.7162,26.92162,25.52277,25.17192,25.50467,24.83873,24.40801,25.89751,24.80931,25.7033,25.74294,25.15737,25.81054,25.86186
BDBJPGFE_03258 Protein YeeZ,26.68284,27.64072,27.37044,24.64303,24.98499,24.88561,25.95449,24.70451,24.66916,25.68499,25.89631,24.99668,25.31582,25.47428,24.46512
BDBJPGFE_03259 2-iminobutanoate/2-iminopropanoate deaminase,24.78199,27.75341,27.57398,24.80596,24.34245,24.92974,28.10089,27.63824,27.4807,23.57568,27.63893,24.95734,26.24599,24.40443,24.49586
"BDBJPGFE_03260 Guanosine-3,5-bis(diphosphate) 3-pyrophosphohydrolase",27.91969,27.66003,27.50279,26.30063,24.83149,25.16615,26.97826,27.04802,27.24472,26.3823,26.88367,26.92988,24.30898,26.55716,26.44031
BDBJPGFE_03261 DNA-directed RNA polymerase subunit omega,26.98642,26.94905,26.51424,25.53594,25.35078,25.69632,25.26127,25.14551,25.42176,23.93818,24.59568,25.97178,26.45636,25.82888,26.03716
BDBJPGFE_03262 Guanylate kinase,25.95489,25.6578,26.30016,24.7918,24.5915,24.98256,24.66843,25.96088,24.55778,24.21181,24.12021,24.57306,25.26125,23.7654,25.00539
BDBJPGFE_03270 Alcohol dehydrogenase,26.95005,26.56126,27.15306,25.4419,24.68771,24.84457,25.67193,25.22411,25.58385,24.58355,25.64493,25.11882,24.74611,25.5096,24.71795
BDBJPGFE_03272 hypothetical protein,23.86439,23.93202,23.77284,24.19029,25.57169,24.77546,24.78799,25.19715,25.20361,24.13031,24.56898,23.46543,25.79407,25.16555,24.43229
BDBJPGFE_03277 hypothetical protein,30.28472,29.61339,29.54387,23.80532,26.34866,25.96996,27.73686,26.48213,27.53118,27.35557,25.6606,26.6443,24.64889,24.26964,27.61463
BDBJPGFE_03279 hypothetical protein,26.41015,26.31467,26.1267,24.28486,24.27315,25.17737,24.8462,25.31084,25.02627,24.5217,24.44548,24.02047,24.8651,24.64276,24.20077
BDBJPGFE_03289 hypothetical protein,26.05726,26.29334,25.92177,23.84403,24.55739,24.91088,25.35897,25.02582,23.50447,24.39595,26.011,24.49921,25.18789,24.36886,24.42451
BDBJPGFE_03291 hypothetical protein,26.65062,26.35862,26.41475,25.36639,24.33337,25.88065,23.57634,24.40135,26.33446,24.89408,26.17564,26.65731,24.86196,24.74054,26.04639
BDBJPGFE_03293 Autoinducer 2-binding protein LsrB,26.35537,26.28697,26.22512,24.80297,26.48307,25.77473,26.78094,27.14482,26.83966,26.78756,24.42357,26.93044,25.13246,27.07459,26.71253
BDBJPGFE_03300 Ribonuclease PH,25.91771,25.93959,26.03274,24.15386,25.23844,25.31027,23.99574,25.08121,23.93204,24.87377,24.47102,25.06392,25.75173,24.017,24.82333
BDBJPGFE_03301 Exodeoxyribonuclease,27.74008,26.79029,27.51232,27.90104,27.73673,27.7467,27.36102,27.60618,28.05222,27.49633,27.52761,27.23425,27.05579,27.92162,27.91405
BDBJPGFE_03302 Orotate phosphoribosyltransferase,26.48187,26.79476,27.38632,27.24907,27.70642,27.55003,26.8992,27.09396,27.0102,27.37815,27.1776,27.32062,27.31034,27.34858,27.2488
BDBJPGFE_03309 hypothetical protein,31.16932,31.3365,31.08879,30.71686,30.28041,30.38278,30.60647,31.01711,30.80301,31.05096,31.01737,30.99665,30.70421,31.02188,30.86931
BDBJPGFE_03311 Glutamine--fructose-6-phosphate aminotransferase [isomerizing],28.17241,28.53712,28.37663,27.91878,28.04828,27.00239,27.88093,28.59028,28.13443,27.94771,28.12756,27.96251,27.77931,28.10609,28.05678
BDBJPGFE_03312 Bifunctional protein GlmU,28.99226,28.70441,29.02668,28.36666,27.65342,27.96961,28.36457,28.17179,28.2708,28.72647,28.32655,28.23155,28.13379,28.48324,28.41832
BDBJPGFE_03313 FAD:protein FMN transferase,27.12495,27.32894,26.91764,25.57836,26.78232,24.97767,24.51636,24.1884,26.38083,27.56565,24.74389,26.60484,24.46272,26.41219,26.89261
BDBJPGFE_03315 Ferrous-iron efflux pump FieF,25.49329,25.52061,25.40318,24.56112,24.20682,25.07238,26.01687,24.33029,24.46815,24.273,25.02572,24.80209,25.23561,24.73194,24.00673
BDBJPGFE_03316 Magnesium transporter MgtE,25.32172,23.94818,25.91586,27.52163,27.59946,27.94201,27.30548,27.37244,27.64945,27.57989,27.20834,27.23526,27.75245,26.90323,27.21956
BDBJPGFE_03317 ATP synthase epsilon chain,28.62108,28.74365,28.86328,28.48639,28.22076,28.51582,29.0654,29.40748,29.54881,29.25235,29.51653,29.20751,28.97419,29.47647,29.48771
BDBJPGFE_03318 ATP synthase subunit beta,34.27142,34.36457,34.25392,33.58956,33.48628,33.5449,34.10024,34.13155,34.23092,34.37678,34.30769,34.1696,34.03116,34.60813,34.46715
BDBJPGFE_03319 ATP synthase gamma chain,31.74323,31.65591,31.6314,31.89219,31.92575,31.6711,32.38651,32.47395,32.53735,32.36721,32.22826,32.25626,32.20545,32.39922,32.39051
BDBJPGFE_03320 ATP synthase subunit alpha,33.98693,33.90275,33.92645,33.23206,32.9875,33.10579,33.65438,33.44431,33.60322,34.11861,33.79295,33.91981,33.60642,34.21342,34.1366
BDBJPGFE_03321 ATP synthase subunit delta,30.38546,30.01292,30.09735,30.11396,29.92394,29.94629,30.44648,30.50701,30.42322,30.92103,30.72615,30.75191,30.55856,31.06426,30.90792
BDBJPGFE_03322 ATP synthase subunit b,32.18391,32.11201,32.18047,31.55092,31.16669,31.23158,32.11213,32.28138,32.1958,32.17281,32.11446,32.36596,31.76125,32.26263,32.04427
BDBJPGFE_03323 ATP synthase subunit c,30.82092,31.82096,31.62623,31.64336,31.3688,30.83176,33.3387,33.4283,33.37981,32.45248,32.69859,32.76774,33.17841,32.55785,32.59895
BDBJPGFE_03324 ATP synthase subunit a,27.69252,27.79514,27.9955,29.33924,28.94768,26.96851,29.43678,29.41294,29.51505,29.43539,29.56841,29.91769,29.6068,29.30243,29.47584
BDBJPGFE_03326 putative chromosome-partitioning protein ParB,28.6382,27.99561,28.44494,28.7124,28.51672,28.56881,28.43535,28.44063,28.19948,28.5034,28.28569,28.30556,27.39624,28.2602,28.51995
BDBJPGFE_03327 Sporulation initiation inhibitor protein Soj,26.97727,26.64623,26.61063,26.95671,24.28822,24.95209,24.37024,24.11675,25.33454,24.70412,23.91427,24.2302,25.64934,25.96188,25.11121
BDBJPGFE_03329 tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,24.59246,24.93638,24.54274,24.47672,24.68598,25.19309,24.32347,25.96573,23.98885,23.82024,23.94896,24.42685,25.66564,24.5505,24.99229
BDBJPGFE_03330 Glutamine transport ATP-binding protein GlnQ,28.4481,28.5534,28.50116,28.32569,28.07148,27.73279,28.25616,28.20284,28.35309,28.44514,28.37844,28.57337,28.1062,28.51563,28.26651
BDBJPGFE_03331 Glutamine transport system permease protein GlnP,26.8977,26.92468,27.19291,28.01089,28.11113,27.68385,28.18834,28.32594,28.38595,27.78687,27.94358,27.98522,28.02173,27.50241,28.0749
BDBJPGFE_03332 Glutamine-binding periplasmic protein,31.48058,31.09729,31.47218,31.60068,31.95612,31.76892,31.95809,32.14166,31.93961,32.06497,31.76355,31.69266,31.75712,31.4919,31.70269
BDBJPGFE_03334 N-acetyl-gamma-glutamyl-phosphate reductase,29.31624,29.34026,28.84416,26.9257,25.60956,25.09538,27.06106,25.8349,26.94447,26.80637,25.58572,25.86872,26.06257,26.94626,26.39883
"BDBJPGFE_03338 Glutamate-1-semialdehyde 2,1-aminomutase",30.06856,30.31829,29.91171,28.97831,28.54841,28.74063,28.6309,28.65721,28.89764,28.62052,28.9856,28.67485,28.04103,29.03021,28.6985
BDBJPGFE_03348 putative lipoprotein YiaD,28.82981,28.99863,28.63429,30.62767,30.49123,30.15025,29.37679,29.12785,28.97918,29.35422,29.42434,29.40791,29.34094,29.36162,29.48656
BDBJPGFE_03351 Membrane protein insertase YidC,30.24422,30.39509,30.25946,30.47383,30.15098,30.23535,30.36838,30.26439,30.27331,30.27064,30.17878,30.33213,29.9506,30.20268,30.11247
BDBJPGFE_03353 50S ribosomal protein L34,27.76528,28.05077,27.95997,25.1943,24.19961,25.9551,26.18901,26.20829,25.89636,24.31997,25.83031,23.16814,25.08944,26.47639,27.26571
BDBJPGFE_03354 Chromosomal replication initiator protein DnaA,28.49148,28.07373,27.91735,23.54053,24.08239,24.77321,26.75494,24.6408,27.97388,24.73739,24.93042,27.27613,25.50064,27.06917,24.89733
BDBJPGFE_03355 Beta sliding clamp,31.01764,31.3373,31.09874,30.27186,30.02644,30.02419,30.30997,30.41458,30.36609,30.46898,30.46762,30.21859,30.10974,30.4178,30.20373
BDBJPGFE_03357 DNA gyrase subunit B,30.70397,30.64013,30.32228,29.90096,29.56122,29.57973,29.92366,29.44873,29.75791,29.66012,29.8898,29.83616,29.27731,29.70632,29.91954
BDBJPGFE_03359 Glycine--tRNA ligase beta subunit,31.29702,31.27036,31.1055,30.92011,30.68177,30.68286,30.80239,30.73206,30.72672,30.90677,30.64727,30.80977,30.54665,30.66924,30.80486
BDBJPGFE_03360 Glycine--tRNA ligase alpha subunit,29.04448,28.73635,29.00547,29.25104,29.35319,29.8704,29.01755,29.58472,29.21322,29.54161,29.25654,29.30112,29.70276,29.0959,29.35286
BDBJPGFE_03361 ADP-L-glycero-D-manno-heptose-6-epimerase,28.50131,27.94732,28.02179,27.69551,27.02179,27.49228,27.35825,26.95183,27.56326,27.45631,27.38055,26.67438,27.10979,27.28533,27.50794
BDBJPGFE_03364 hypothetical protein,25.5998,25.69978,25.52907,24.63339,25.62101,25.72939,25.63832,24.7768,23.29019,24.21784,24.6153,25.43548,23.94677,23.59656,23.99067
BDBJPGFE_03372 Bifunctional protein HldE,25.35387,26.20592,25.59377,24.47641,25.79387,24.54046,24.15732,23.87572,24.45799,24.52683,24.2548,24.98132,24.56767,25.15282,24.66746
BDBJPGFE_03374 Ribose-5-phosphate isomerase A,27.76307,27.91957,28.04812,25.74132,25.63062,24.95996,26.30367,25.07266,26.83062,26.93168,27.06353,27.18782,25.45728,27.35119,26.75926
BDBJPGFE_03375 L-threonine dehydratase biosynthetic IlvA,27.94464,28.15779,28.07628,26.9812,26.9849,26.2671,26.36199,26.60456,26.25418,27.01233,27.03664,27.03612,24.8902,26.78706,27.33977
BDBJPGFE_03380 Xaa-Pro aminopeptidase,27.4556,27.90461,27.50635,23.56002,23.95299,24.84931,23.24793,24.40651,24.47014,25.68086,23.88208,26.00453,25.26339,24.76777,23.89612
BDBJPGFE_03382 2-octaprenylphenol hydroxylase,25.80553,25.87084,25.6799,24.12822,24.36525,25.09903,23.91534,24.27148,24.5443,24.46745,25.32059,23.62217,24.35088,24.75842,24.02443
BDBJPGFE_03383 putative CtpA-like serine protease,28.3438,28.15378,28.10335,27.14297,27.00367,26.25665,27.48815,27.31328,27.25034,27.37658,27.24826,27.34316,26.2842,27.53557,23.86534
"BDBJPGFE_03385 2,3-bisphosphoglycerate-independent phosphoglycerate mutase",29.78761,30.11818,29.91257,29.80738,29.51636,29.62181,29.70652,29.74395,29.89779,29.14462,29.67937,29.5485,29.69009,29.32438,29.58849
BDBJPGFE_03386 putative protein YibN,27.18886,26.75519,25.76722,27.58985,26.68939,24.80059,26.62282,26.7585,26.87467,26.88169,26.90323,27.39673,26.92976,27.28472,26.62603
BDBJPGFE_03387 Protein-export protein SecB,31.10418,31.1267,30.97282,29.67511,29.45166,29.36426,30.56184,30.7378,30.56474,30.82586,30.92344,30.77203,30.23626,30.9776,30.83928
BDBJPGFE_03392 Glutathione synthetase,25.8798,26.63006,26.6284,25.41636,25.24603,25.82741,24.68713,27.21827,24.60477,24.46216,27.00346,26.9968,24.96883,27.11724,27.08942
BDBJPGFE_03395 Aspartate carbamoyltransferase catalytic subunit,28.42626,28.64151,28.50313,25.71141,24.82602,25.50523,26.31363,26.48235,26.1855,27.59449,25.07536,24.65783,27.47026,26.81397,25.97018
BDBJPGFE_03409 hypothetical protein,26.45693,26.40981,26.80784,24.49078,24.98845,25.09137,24.5571,24.41886,24.24479,25.8125,24.73581,23.89151,25.12777,24.4271,24.97918
BDBJPGFE_03412 Long-chain-fatty-acid--CoA ligase,27.61379,27.77493,27.20004,24.69715,25.6881,25.67519,23.54529,24.90796,24.18527,24.54825,24.17466,24.89006,26.25095,25.11095,25.40912
BDBJPGFE_03413 Beta-ketoadipyl-CoA thiolase,27.15837,27.15634,26.60428,24.66237,25.15232,25.29253,23.9689,24.61749,25.09968,24.57914,25.48099,24.79066,23.5505,24.07501,24.26464
"BDBJPGFE_03415 2,3-diketo-L-gulonate-binding periplasmic protein YiaO",28.48777,27.83708,28.13863,26.25967,25.67313,25.65668,25.64949,27.24146,23.70603,26.44602,27.03612,25.83402,26.23197,26.75888,25.36227
BDBJPGFE_03418 3-oxoacyl-[acyl-carrier-protein] reductase FabG,28.44549,27.72319,28.02871,25.6915,23.63034,26.00977,26.65335,26.73299,26.49253,27.01478,26.44215,26.97847,26.13716,24.79089,26.44127
"BDBJPGFE_03419 2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",25.44392,23.70589,24.54687,25.40194,24.14079,25.26517,25.07745,24.87701,25.03213,25.36145,25.09523,24.95797,24.81297,25.11255,24.80065
BDBJPGFE_03430 5-aminovalerate aminotransferase DavT,31.96729,32.04147,31.71301,32.92778,33.06064,32.64691,32.7832,33.01948,32.97946,32.26796,32.20565,32.21634,32.53508,32.23132,32.48453
BDBJPGFE_03434 Acyl-CoA dehydrogenase,26.34608,27.10809,26.23758,26.45196,26.13934,26.48284,24.32725,24.49851,24.71631,26.90919,26.83786,26.51671,25.58164,26.7166,24.90254
BDBJPGFE_03436 hypothetical protein,31.19794,31.00203,31.04492,31.44722,31.67821,31.38956,31.9557,32.76252,32.28209,32.15234,32.10967,31.87357,32.08135,31.82388,31.79401
BDBJPGFE_03438 C4-dicarboxylate TRAP transporter large permease protein DctM,26.54135,26.11668,26.47666,26.51587,26.50355,26.37968,26.6277,25.96254,26.36731,26.85781,26.39426,26.27721,26.6284,26.14129,26.17963
BDBJPGFE_03439 Penicillin-binding protein 1A,29.35464,29.84275,29.36236,29.30426,29.01683,29.1574,28.77722,28.25881,28.64726,28.77043,28.64145,28.41224,27.98038,28.68472,28.41058
BDBJPGFE_03445 Shikimate kinase 1,25.25104,25.37013,24.82391,24.8628,24.73267,24.37011,25.11752,25.41275,24.07186,25.42812,25.29955,24.52342,23.09138,24.33083,25.30916
BDBJPGFE_03446 3-dehydroquinate synthase,28.71404,28.75392,28.835,25.97498,23.86161,25.28656,27.64726,27.3736,27.93652,27.56783,27.83346,27.66404,24.88662,27.77153,27.50514
BDBJPGFE_03447 Glutamate synthase [NADPH] large chain,32.43356,32.37749,32.1286,29.79684,29.50525,29.13797,31.69499,31.57925,31.56584,31.43415,31.65245,31.63422,31.29576,31.77655,31.63957
BDBJPGFE_03448 Glutamate synthase [NADPH] small chain,29.55627,29.62871,29.36797,27.35708,26.65444,27.17712,28.7703,28.59395,28.49812,28.84098,29.06314,28.9546,28.35569,28.78908,28.89548
BDBJPGFE_03449 CTP synthase,30.23512,30.17117,29.94545,30.21199,29.96705,29.9238,29.47781,29.2059,29.38001,29.52576,29.51092,29.38348,29.17565,29.44117,29.45634
BDBJPGFE_03450 2-dehydro-3-deoxyphosphooctonate aldolase,26.92852,27.1378,27.69962,26.02475,23.93296,24.13524,25.12461,25.35887,25.01868,25.28408,23.8622,23.83887,25.37491,24.61825,24.47802
BDBJPGFE_03451 Enolase,32.45535,32.28698,32.33503,32.28397,32.52484,32.45061,32.48275,32.57154,32.4956,32.7879,32.58116,32.47885,32.46127,32.62512,32.55314
BDBJPGFE_03453 DNA mismatch repair protein MutS,27.46505,27.1916,27.17322,22.96409,25.1966,25.55554,25.68487,25.53171,24.47689,23.93086,24.11807,25.71266,25.54574,23.72349,25.97747
BDBJPGFE_03454 Nicotinamide-nucleotide amidohydrolase PncC,26.11971,26.06159,25.99987,24.86093,24.48771,25.46259,24.248,23.9849,23.59646,26.17537,23.6154,25.55019,23.48836,24.38744,24.20404
BDBJPGFE_03455 Protein RecA,30.04375,30.06561,29.91356,29.46659,29.43793,29.45474,29.87682,29.84133,29.65224,29.28196,29.62127,29.44985,29.76186,29.39309,29.50351
BDBJPGFE_03457 Alanine--tRNA ligase,32.13091,31.96368,31.80809,31.1572,31.30062,31.04349,31.27963,31.29461,31.34953,31.37503,31.28455,31.37751,31.04525,31.26007,31.35631
BDBJPGFE_03458 Aspartate kinase Ask_LysC,32.03023,31.85786,31.99095,30.83002,30.31289,30.5413,30.76343,30.91135,30.95685,31.20245,30.84371,30.94684,30.71522,31.28278,31.10793
BDBJPGFE_03459 Translational regulator CsrA,27.69518,28.05186,27.79346,24.67328,24.59985,24.50047,24.184,25.54106,24.39795,24.70662,24.93012,24.85699,26.4958,24.42901,24.88051
BDBJPGFE_03465 Methylmalonyl-CoA carboxyltransferase 5S subunit,33.0889,33.03185,32.73663,31.61267,31.63383,31.79827,32.2762,31.96372,32.10212,32.19941,32.29524,32.23486,31.824,32.39823,32.30851
BDBJPGFE_03466 Oxaloacetate decarboxylase beta chain,27.6805,27.73286,27.76762,28.05734,27.68271,24.10563,28.11501,28.27719,28.03821,27.78176,28.27848,28.0276,27.67317,28.13261,28.09733
BDBJPGFE_03477 Formate-dependent nitrite reductase complex subunit NrfG,27.93179,28.00298,28.16197,23.67831,25.44041,25.64386,26.2153,23.68271,24.4726,27.82572,25.40566,23.72878,26.84506,25.12936,24.75519
BDBJPGFE_03478 Chromosome partition protein Smc,26.25187,25.76464,26.0068,24.34643,24.36926,25.64686,23.18395,24.00164,23.71892,24.11686,23.916,25.29901,25.20387,24.9414,25.01719
BDBJPGFE_03479 Cell division protein ZipA,26.55848,26.32601,26.46533,25.91529,24.22275,25.82358,27.71339,27.71208,27.20088,27.07204,27.17893,27.90776,25.25043,27.44853,27.05061
BDBJPGFE_03480 DNA ligase,25.59115,25.97946,26.11553,25.93867,24.7266,25.28775,25.57576,24.36514,24.08873,23.99198,25.80486,25.23783,24.53205,23.94682,26.01746
BDBJPGFE_03483 Protein YciI,26.23001,26.5064,26.47305,26.33477,24.91462,26.00959,24.1379,25.39024,24.41581,24.86244,24.63127,24.8072,24.93523,25.72116,24.26824
BDBJPGFE_03485 putative protein YciO,27.46076,27.25269,27.09104,23.73057,24.92444,25.2967,24.78719,25.39009,23.93241,24.02939,24.83668,24.66614,24.40405,24.58706,24.32461
BDBJPGFE_03489 hypothetical protein,28.97905,29.18208,28.6502,29.17219,28.87537,28.7691,28.39125,27.77241,28.29338,28.45289,28.86762,28.77787,28.15088,28.67209,28.40613
BDBJPGFE_03491 Amino-acid acetyltransferase,26.89874,27.22398,27.12918,24.49553,24.92978,24.31091,26.06747,25.20049,25.07756,25.91509,26.10785,25.56347,25.5167,26.02225,24.28222
BDBJPGFE_03498 Exodeoxyribonuclease 7 large subunit,25.32509,25.81734,25.98383,24.10138,24.6234,25.54647,24.83488,24.88649,24.0755,24.82302,24.47488,24.88001,24.75319,25.42048,25.23951
BDBJPGFE_03513 Inosine-5-monophosphate dehydrogenase,31.45953,31.52958,31.26646,30.47121,29.73746,29.77974,30.82358,30.76849,30.74999,30.86835,30.80908,30.74206,30.31926,30.90059,30.84326
BDBJPGFE_03514 GMP synthase [glutamine-hydrolyzing],30.0692,30.15448,29.9421,29.35775,29.4431,29.84863,29.06504,28.83888,28.89371,29.32019,28.96761,29.17453,29.25453,29.21496,29.41828
BDBJPGFE_03516 putative type I restriction enzymeP M protein,25.20836,25.60953,25.21208,24.59047,24.78905,25.65931,23.9217,25.62057,23.2531,24.43877,25.07843,24.26834,25.01125,23.92452,23.81584
