Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC,P_relabun,PhAc_relabun,DBP_relabun,DEHP_relabun,ATBC_relabun,P_mean,PhAc_mean,DBP_mean,DEHP_mean,ATBC_mean,P_sd,PhAc_sd,DBP_sd,DEHP_sd,ATBC_sd,P_PhAc_fc,P_DBP_fc,P_DEHP_fc,P_ATBC_fc,PhAc_DBP_fc,PhAc_DEHP_fc,PhAc_ATBC_fc,P_PhAc_ttest,P_DBP_ttest,P_DEHP_ttest,P_ATBC_ttest,P_PhAc_ttest_sig,P_DBP_ttest_sig,P_DEHP_ttest_sig,P_ATBC_ttest_sig,PhAc_DBP_ttest,PhAc_DEHP_ttest,PhAc_ATBC_ttest,PhAc_DBP_ttest_sig,PhAc_DEHP_ttest_sig,PhAc_ATBC_ttest_sig
JANJIKNC_03459 3-oxoacyl-[acyl-carrier-protein] reductase FabG,26.16626,26.09599,26.16904,26.06919,25.56288,25.27359,26.22465,25.80122,26.32206,25.60597,25.68247,25.79731,26.79526,26.65144,26.5661,1.16383924,1.105430015,0.937609052,1.063625579,1.726884791,26.14376333,25.63522,26.11597667,25.69525,26.67093333,0.033799908,0.328805562,0.226091422,0.078635213,0.094564154,-0.508543333,-0.027786667,-0.448513333,0.52717,0.480756667,0.06003,1.035713333,0.095189235,0.871864952,0.001769099,0.00175726,,,+,+,0.163618245,0.814100178,0.012836109,,,+
JANJIKNC_03460 hypothetical protein,21.57948,21.59099,21.07307,21.83842,20.46143,21.82749,22.43245,21.95901,21.72954,21.08887,21.09352,18.53165,22.47006,21.31866,22.47571,0.043878007,0.057718103,0.055607183,0.024210114,0.072061967,21.41451333,21.37578,22.04033333,20.23801333,22.08814333,0.241482618,0.646558483,0.292666739,1.206582578,0.544111772,-0.038733333,0.62582,-1.1765,0.67363,0.664553333,-1.137766667,0.712363333,0.940553278,0.080027802,0.247723873,0.184779314,,,,,0.256026197,0.305010396,0.299085508,,,
JANJIKNC_03464 Mitomycin biosynthesis 6-O-methyltransferase,22.69215,22.25598,22.22668,22.70609,21.30945,22.44859,23.44392,23.42188,23.42124,22.62,23.128,23.18642,23.18775,23.19405,23.52049,0.086373454,0.099036057,0.145601293,0.161754794,0.167009472,22.39160333,22.15471,23.42901333,22.97814,23.30076333,0.212854953,0.606863473,0.010543843,0.254363806,0.155391502,-0.236893333,1.03741,0.586536667,0.90916,1.274303333,0.82343,1.146053333,0.629921359,0.002333471,0.066701808,0.008168039,,+,,+,0.041179211,0.151488269,0.060859935,+,,
JANJIKNC_03466 Beta-hexosaminidase,20.40447,20.72559,18.53441,18.91207,20.99823,20.38321,21.21478,21.40956,22.04063,21.1622,21.46717,20.93855,20.78676,21.48532,21.27628,0.015232379,0.023801963,0.039721715,0.046812806,0.038473934,19.88815667,20.09783667,21.55499,21.18930667,21.18278667,0.966178742,0.875250189,0.352485904,0.216657725,0.292748209,0.20968,1.666833333,1.30115,1.29463,1.457153333,1.09147,1.08495,0.831219864,0.083671821,0.136658629,0.143951423,,,,,0.094323452,0.162078059,0.171744452,,,
JANJIKNC_03476 Porin PorA,18.45879,18.83192,18.49474,19.46516,21.72925,22.98768,22.49221,22.26324,21.31849,19.00807,20.52449,19.88862,19.65653,18.92482,20.81777,0.006216329,0.058452871,0.055005832,0.017958372,0.014750883,18.59515,21.39403,22.02464667,19.80706,19.79970667,0.168063729,1.457467238,0.508002456,0.621756345,0.779397029,2.79888,3.429496667,1.21191,1.204556667,0.630616667,-1.58697,-1.594323333,0.05420996,0.000821117,0.056328975,0.099471951,,+,,,0.594360564,0.229612015,0.244219791,,,
JANJIKNC_03486 putative protein,19.3231,18.88572,18.97744,19.30262,20.28868,18.98275,19.41152,19.34297,19.80206,19.05944,19.21655,19.30575,18.74404,19.76646,19.05899,0.008592032,0.015998395,0.009684758,0.011740631,0.009665556,19.06208667,19.52468333,19.51885,19.19391333,19.18983,0.188324383,0.55578616,0.202205677,0.101821635,0.42753167,0.462596667,0.456763333,0.131826667,0.127743333,-0.005833333,-0.33077,-0.334853333,0.327384137,0.079576577,0.432998588,0.718667746,,,,,0.989538966,0.454274918,0.536482747,,,
JANJIKNC_03508 2-haloacrylate reductase,22.30583,21.60553,22.05454,23.57161,20.11365,21.73863,24.11585,23.87661,22.16883,18.43436,19.08746,19.59553,19.03398,19.04841,23.19364,0.06532422,0.077877535,0.141431796,0.010546127,0.022759014,21.98863333,21.80796333,23.38709667,19.03911667,20.42534333,0.289669684,1.412557296,0.866963743,0.475276587,1.95749021,-0.18067,1.398463333,-2.949516667,-1.56329,1.579133333,-2.768846667,-1.38262,0.867966355,0.096495414,0.001695785,0.326461528,,,+,,0.249103673,0.058347399,0.463367581,,,
JANJIKNC_03512 Putative diacyglycerol O-acyltransferase,22.83617,22.72293,22.86372,22.29457,20.96503,22.33017,18.93178,19.15098,21.26081,21.24766,21.61849,21.69298,22.4287,22.19934,22.19021,0.11524173,0.080920237,0.011616117,0.058860776,0.081898935,22.80760667,21.86325667,19.78119,21.51971,22.27275,0.060922651,0.635308428,1.050069416,0.194757271,0.110336277,-0.94435,-3.026416667,-1.287896667,-0.534856667,-2.082066667,-0.343546667,0.409493333,0.104529183,0.015234493,0.000871229,0.003879311,,+,+,+,0.074424072,0.50520746,0.419905334,,,
JANJIKNC_03516 Carboxylesterase NlhH,22.43962,22.26939,22.49255,19.54964,21.12775,21.70662,21.39362,21.30969,21.87076,22.25943,22.51999,22.19779,22.29541,22.07936,22.0427,0.086908944,0.038581624,0.038896165,0.102911567,0.074655645,22.40052,20.79467,21.52469,22.32573667,22.13915667,0.095207506,0.911536211,0.247095656,0.139643929,0.111496837,-1.60585,-0.87583,-0.074783333,-0.261363333,0.73002,1.531066667,1.344486667,0.068362274,0.009465472,0.565408225,0.065284014,,+,,,0.33574802,0.07868723,0.107170861,,,
JANJIKNC_03604 hypothetical protein,19.9379,20.12906,20.05933,20.5781,20.21294,21.02472,20.15549,20.85628,19.39645,19.30637,19.89086,19.14414,20.74517,19.49361,20.12805,0.016947604,0.03383455,0.014855645,0.013993142,0.01844681,20.04209667,20.60525333,20.13607333,19.44712333,20.12227667,0.078986401,0.331963522,0.596131229,0.320682933,0.510963539,0.563156667,0.093976667,-0.594973333,0.08018,-0.46918,-1.15813,-0.482976667,0.079903733,0.835907137,0.063460519,0.837143342,,,,,0.385898627,0.023830725,0.32505577,,+,
JANJIKNC_03613 Cell division ATP-binding protein FtsE,23.73024,23.61639,23.58038,23.46576,22.96519,23.48198,24.60496,24.0966,24.37968,23.55882,23.91251,23.91944,24.47525,24.28404,24.10109,0.205536301,0.219713845,0.27767998,0.285322161,0.33080016,23.64233667,23.30431,24.36041333,23.79692333,24.28679333,0.063871888,0.239885463,0.207983775,0.16838825,0.152762587,-0.338026667,0.718076667,0.154586667,0.644456667,1.056103333,0.492613333,0.982483333,0.126439239,0.009535936,0.291552904,0.005312929,,+,,+,0.009279435,0.076239367,0.008127893,+,,+
JANJIKNC_03623 Caffeyl-CoA reductase-Etf complex subunit CarC,19.09256,18.72956,18.88725,19.28279,19.72966,19.22969,21.8567,21.94981,21.56779,20.29307,18.93498,20.40653,18.5762,19.70187,18.18164,0.007695612,0.014817382,0.046795547,0.018866017,0.007479419,18.90312333,19.41404667,21.79143333,19.87819333,18.81990333,0.148618577,0.224222709,0.162644036,0.668559066,0.644110911,0.510923333,2.88831,0.97507,-0.08322,2.377386667,0.464146667,-0.594143333,0.054883501,4.98E-05,0.114350406,0.86734419,,+,,,0.000264368,0.404619641,0.285422636,+,,
JANJIKNC_03625 Diacylglycerol acyltransferase/mycolyltransferase Ag85B,24.33831,23.68368,24.1715,24.52958,24.7571,24.72822,23.8783,23.82852,24.06349,24.38001,24.64938,23.74796,24.3505,24.00265,24.62533,0.275404708,0.566842967,0.205116919,0.393069695,0.339950949,24.06449667,24.67163333,23.92343667,24.25911667,24.32616,0.277755761,0.101136461,0.101096371,0.377801449,0.254790008,0.607136667,-0.14106,0.19462,0.261663333,-0.748196667,-0.412516667,-0.345473333,0.043910021,0.536738071,0.588761777,0.381796392,+,,,,0.001779347,0.21006492,0.149287736,+,,
JANJIKNC_03634 Caffeyl-CoA reductase-Etf complex subunit CarC,19.86156,19.53406,19.88938,19.8809,20.41159,19.16791,19.26426,19.70572,18.98504,19.21941,19.07284,19.4895,19.23202,18.68824,18.9046,0.013953735,0.019634314,0.008428092,0.012295922,0.008137822,19.76166667,19.82013333,19.31834,19.26058333,18.94162,0.16134246,0.509545174,0.296691086,0.172574277,0.22353528,0.058466667,-0.443326667,-0.501083333,-0.820046667,-0.501793333,-0.55955,-0.878513333,0.884549223,0.136965923,0.039959666,0.013621502,,,+,+,0.295122126,0.215270941,0.089327645,,,
JANJIKNC_03645 Phosphoenolpyruvate carboxykinase [GTP],20.67418,20.39927,20.84973,20.48768,19.73859,21.30558,22.519,22.31471,21.98273,20.14326,20.1618,21.14115,18.88051,21.07379,21.21531,0.025669312,0.031686329,0.065300072,0.028672477,0.022206233,20.64106,20.51061667,22.27214667,20.48207,20.38987,0.185384742,0.639926549,0.220990356,0.466101396,1.068841331,-0.130443333,1.631086667,-0.15899,-0.25119,1.76153,-0.028546667,-0.120746667,0.795584056,0.001325877,0.677185326,0.75973622,,+,,,0.02120995,0.961775038,0.897595112,+,,
JANJIKNC_03663 Neutral endopeptidase,18.89627,18.6626,18.86444,19.16772,20.53528,19.73777,21.12641,21.011,20.94692,19.86275,19.64311,20.43601,19.00661,18.64384,19.9192,0.007203424,0.019545465,0.027569019,0.020254183,0.009665914,18.80777,19.81359,21.02811,19.98062333,19.18988333,0.103469912,0.560872292,0.074268563,0.334258577,0.536549233,1.00582,2.22034,1.172853333,0.382113333,1.21452,0.167033333,-0.623706667,0.067193073,1.61E-05,0.009035171,0.378676768,,+,+,,0.038558469,0.735810819,0.319253611,+,,
"JANJIKNC_03664 L,D-transpeptidase 4",19.36597,21.20329,18.2718,19.04939,21.10127,19.61602,21.3697,21.67577,21.91419,19.26572,19.52112,18.70481,18.99454,17.81074,18.98287,0.01259343,0.021074093,0.042520481,0.011498773,0.006404442,19.61368667,19.92222667,21.65322,19.16388333,18.59605,1.209526372,0.865207018,0.222858276,0.340948221,0.555318464,0.30854,2.039533333,-0.449803333,-1.017636667,1.730993333,-0.758343333,-1.326176667,0.783799985,0.078927786,0.639343469,0.340387776,,,,,0.051908675,0.313037842,0.142171882,,,
JANJIKNC_03668 Dihydroxy-acid dehydratase,19.7399,19.74595,19.04852,20.30797,19.80893,21.14165,20.78093,20.19364,20.3869,19.71983,18.63306,19.41789,20.41558,19.16388,19.0579,0.011731938,0.029747337,0.018515856,0.012264796,0.012370307,19.51145667,20.41951667,20.45382333,19.25692667,19.54578667,0.327354974,0.54976822,0.244385536,0.458038684,0.616556714,0.90806,0.942366667,-0.25453,0.03433,0.034306667,-1.16259,-0.87373,0.115189536,0.031013091,0.5573627,0.947890968,,+,,,0.939600814,0.083151897,0.209032027,,,
JANJIKNC_03675 Coniferyl aldehyde dehydrogenase,20.10239,19.94349,18.12163,19.45937,20.5925,19.66175,19.85008,20.40945,19.66143,20.54871,19.42949,19.39923,19.57137,20.21223,18.89146,0.010778487,0.020817313,0.01327389,0.017777756,0.01247853,19.38917,19.90454,19.97365333,19.79247667,19.55835333,0.89863064,0.493427561,0.317633181,0.534880396,0.539280646,0.51537,0.584483333,0.403306667,0.169183333,0.069113333,-0.112063333,-0.346186667,0.516381746,0.434735933,0.614466584,0.830611383,,,,,0.875797121,0.838259138,0.539675007,,,
JANJIKNC_03693 putative oxidoreductase,23.7958,23.60456,23.67357,22.86049,21.36244,22.69727,24.47507,24.25032,24.90569,22.93763,23.21759,23.19565,23.31133,23.37782,23.50434,0.212633153,0.110041607,0.315295191,0.1780923,0.178632749,23.69131,22.30673333,24.54369333,23.11695667,23.39783,0.079074712,0.671032844,0.271918285,0.127119054,0.080056293,-1.384576667,0.852383333,-0.574353333,-0.29348,2.23696,0.810223333,1.091096667,0.044207943,0.013086905,0.005595925,0.021047074,+,+,+,+,0.011974385,0.168705343,0.084477311,+,,
JANJIKNC_03703 hypothetical protein,18.50902,18.96897,19.59989,19.03305,20.3453,19.09399,20.38089,20.91663,19.9043,19.78917,19.97907,20.33924,18.68769,19.0221,19.19912,0.00837955,0.015626816,0.017845305,0.021044208,0.008297401,19.02596,19.49078,20.40060667,20.03582667,18.96963667,0.447165319,0.604748842,0.413517083,0.228123126,0.212060467,0.46482,1.374646667,1.009866667,-0.056323333,0.909826667,0.545046667,-0.521143333,0.431449328,0.033156663,0.046631304,0.87993607,,+,+,,0.153878494,0.298944799,0.314205347,,,
JANJIKNC_03710 hypothetical protein,23.03949,23.74273,23.14408,22.91291,23.44784,23.44278,22.46274,22.84263,18.25063,22.55349,22.14467,23.52325,23.73335,23.57796,23.64735,0.163107511,0.214229791,0.030743284,0.137186496,0.213177218,23.30876667,23.26784333,21.18533333,22.74047,23.65288667,0.309814889,0.250984268,2.080935982,0.578124464,0.063558393,-0.040923333,-2.123433333,-0.568296667,0.34412,-2.08251,-0.527373333,0.385043333,0.891612714,0.226648644,0.287670834,0.198693074,,,,,0.232693362,0.302190375,0.103279353,,,
JANJIKNC_03719 hypothetical protein,18.51407,19.63046,18.9239,19.91042,19.90752,20.9612,19.80967,20.39289,19.41227,19.77701,18.97544,20.14772,20.12591,18.87106,19.8764,0.008361274,0.026628243,0.012367449,0.015921614,0.013063589,19.02281,20.25971333,19.87161,19.63339,19.62445667,0.461099446,0.496027392,0.402725149,0.489237589,0.542382837,1.236903333,0.8488,0.61058,0.601646667,-0.388103333,-0.626323333,-0.635256667,0.061140128,0.121451278,0.26833884,0.298023734,,,,,0.438754876,0.272501736,0.288692216,,,
JANJIKNC_03720 Lipoprotein LprN,24.43039,24.44626,24.52217,24.00213,23.53041,23.62823,23.80774,23.77183,23.26899,24.44487,24.40438,24.10534,25.11056,24.75705,25.31071,0.363846489,0.293136466,0.165771558,0.409500479,0.565139331,24.46627333,23.72025667,23.61618667,24.31819667,25.05944,0.040052401,0.203275872,0.24594244,0.151417371,0.228902876,-0.746016667,-0.850086667,-0.148076667,0.593166667,-0.10407,0.59794,1.339183333,0.007020585,0.008494588,0.252185655,0.022559148,+,+,,+,0.668577322,0.028940109,0.003469543,,+,+
JANJIKNC_03721 hypothetical protein,20.9094,21.61135,20.92911,21.586,20.81305,18.91851,18.23941,20.87478,20.67762,19.9621,21.38284,19.46851,21.28229,21.72858,21.30686,0.03652636,0.030155696,0.012883649,0.024772622,0.045958701,21.14995333,20.43918667,19.93060333,20.27115,21.43924333,0.326355924,1.120626631,1.198560021,0.81150016,0.204837661,-0.710766667,-1.21935,-0.878803333,0.28929,-0.508583333,-0.168036667,1.000056667,0.437691523,0.237388391,0.228386175,0.34818999,,,,,0.683773498,0.871969193,0.282252982,,,
JANJIKNC_03722 hypothetical protein,22.31166,22.75019,22.19565,22.39396,21.81061,21.80329,21.16711,21.3123,20.89393,22.76975,21.89256,21.24336,22.11696,22.73037,22.19746,0.088039522,0.089127082,0.02947281,0.080341936,0.086299848,22.41916667,22.00262,21.12444667,21.96855667,22.34826333,0.238812221,0.276735303,0.173442563,0.625458886,0.272181546,-0.416546667,-1.29472,-0.45061,-0.070903333,-0.878173333,-0.034063333,0.345643333,0.182344342,0.003434304,0.395076829,0.795561383,,+,,,0.019060391,0.947229222,0.27638996,+,,
JANJIKNC_03723 hypothetical protein,21.79023,21.828,22.10422,21.20096,20.14338,21.65228,21.68663,21.56598,21.14619,22.0833,21.84698,22.32762,22.048,21.76292,22.35875,0.061751235,0.04444796,0.037352494,0.08715378,0.070501373,21.90748333,20.99887333,21.46626667,22.08596667,22.05655667,0.139965782,0.632362801,0.231626006,0.196229518,0.243321817,-0.90861,-0.441216667,0.178483333,0.149073333,0.467393333,1.087093333,1.057683333,0.11825996,0.082427119,0.354103755,0.49439831,,,,,0.381914548,0.080963677,0.091870182,,,
JANJIKNC_03725 Electron transfer flavoprotein subunit alpha,22.8187,22.31025,22.62663,22.73525,20.18197,23.61065,24.39454,24.49515,24.501,22.30176,22.59427,21.52176,22.02408,22.66236,23.20383,0.098777194,0.100505361,0.298260549,0.090433663,0.104917592,22.58519333,22.17595667,24.46356333,22.13926333,22.63009,0.209631579,1.454548821,0.048865264,0.452675969,0.482171152,-0.409236667,1.87837,-0.44593,0.044896667,2.287606667,-0.036693333,0.454133333,0.713806007,0.000247729,0.274818419,0.909702061,,+,,,0.090318944,0.974457952,0.696662015,,,
JANJIKNC_03726 Electron transfer flavoprotein subunit beta,21.31794,20.46124,21.3469,20.72783,19.78452,22.27631,23.0409,23.58199,22.74074,19.63178,21.52884,20.1718,20.88509,21.61257,17.64464,0.033893563,0.042362778,0.117627047,0.027928471,0.017514236,21.04202667,20.92955333,23.12121,20.44414,20.04743333,0.410848337,1.027220709,0.348102152,0.798054287,1.724793445,-0.112473333,2.079183333,-0.597886667,-0.994593333,2.191656667,-0.485413333,-0.88212,0.89263203,0.005468536,0.399529388,0.472002607,,+,,,0.046035879,0.625600503,0.567985896,+,,
JANJIKNC_03735 Demethylrebeccamycin-D-glucose O-methyltransferase,18.8814,19.80992,18.46903,18.99969,20.02351,19.24508,18.08519,18.78874,19.39249,19.88836,19.02177,19.7186,18.98347,19.35219,18.92323,0.00854075,0.014907144,0.005705445,0.014953742,0.008996223,19.05345,19.42276,18.75547333,19.54291,19.08629667,0.56077173,0.436447389,0.534221131,0.374962033,0.189616566,0.36931,-0.297976667,0.48946,0.032846667,-0.667286667,0.12015,-0.336463333,0.503111308,0.615285505,0.362833891,0.941221715,,,,,0.243130939,0.782455185,0.373925251,,,
JANJIKNC_03738 putative ABC transporter ATP-binding protein YlmA,21.37618,21.2524,21.22811,18.95437,20.37659,19.41202,20.84107,20.98878,20.84015,20.05295,19.55535,19.43173,18.97189,19.02427,18.2183,0.040126296,0.016635177,0.025052211,0.016444516,0.007067383,21.28556333,19.58099333,20.89,19.68001,18.73815333,0.064838447,0.59278519,0.069849018,0.268494145,0.368213283,-1.70457,-0.395563333,-1.605553333,-2.54741,1.309006667,0.099016667,-0.84284,0.015571818,0.004207177,0.001193681,0.000648724,+,+,+,+,0.036170099,0.840151927,0.162807596,+,,
JANJIKNC_03744 putative cytochrome c oxidase subunit 1,18.68368,18.62618,18.56726,19.88134,21.02821,19.98193,20.03671,21.50673,20.66336,19.77406,20.08897,19.42897,19.07285,19.86974,19.44943,0.006349396,0.027328455,0.022509561,0.01743029,0.011688594,18.62570667,20.29716,20.7356,19.764,19.46400667,0.047529444,0.518559006,0.60230317,0.269537756,0.32549222,1.671453333,2.109893333,1.138293333,0.8383,0.43844,-0.53316,-0.833153333,0.010502236,0.007824063,0.004176094,0.022676005,+,+,+,+,0.478886516,0.26652743,0.126617842,,,
JANJIKNC_03745 putative siderophore-binding lipoprotein YfiY,19.40771,18.87331,18.6688,19.16445,20.07471,19.06527,20.49492,20.41967,19.94464,19.77163,20.02884,20.30124,19.20518,19.02793,18.64095,0.008135247,0.015032176,0.016487217,0.021016172,0.008230858,18.98327333,19.43481,20.28641,20.03390333,18.95802,0.311518804,0.454285648,0.243612657,0.216242019,0.235590647,0.451536667,1.303136667,1.05063,-0.025253333,0.8516,0.599093333,-0.47679,0.310832964,0.009588561,0.017274956,0.931539864,,+,+,,0.079696715,0.167474511,0.25802882,,,
JANJIKNC_03747 NADP-dependent alcohol dehydrogenase C 1,18.41092,18.44709,18.78639,18.70938,20.28169,18.90921,19.13129,18.98607,19.46246,20.08722,19.03883,20.847,19.02439,18.77093,19.53122,0.006017007,0.013692038,0.007728237,0.020400623,0.009137943,18.54813333,19.30009333,19.19327333,19.99101667,19.10884667,0.169118788,0.69887148,0.199362832,0.741310101,0.316080072,0.75196,0.64514,1.442883333,0.560713333,-0.10682,0.690923333,-0.191246667,0.213237747,0.025125639,0.055018441,0.091419195,,+,,,0.845488643,0.391830961,0.742173801,,,
JANJIKNC_03754 putative HTH-type transcriptional regulator,21.50009,21.21969,21.46717,20.85787,20.80583,21.13113,20.69863,20.95702,20.42388,21.70079,21.39414,20.94699,21.33347,20.96776,20.94271,0.043308033,0.042423213,0.021857291,0.052230888,0.035860809,21.39565,20.93161,20.69317667,21.34730667,21.08131333,0.125146242,0.142672616,0.217687649,0.309514276,0.178594726,-0.46404,-0.702473333,-0.048343333,-0.314336667,-0.238433333,0.415696667,0.149703333,0.025866533,0.016727523,0.847741066,0.111139438,+,+,,,0.264843296,0.159625059,0.40677265,,,
JANJIKNC_03755 Menaquinone reductase,22.53735,22.45192,23.12269,19.02808,19.75386,21.34256,23.39375,22.89589,23.75501,20.89171,21.59323,21.80471,22.34017,22.1962,22.20833,0.107254875,0.022890419,0.137671172,0.055307683,0.080518931,22.70398667,20.0415,23.34821667,21.42988333,22.24823333,0.298115114,0.96652539,0.352208988,0.390216906,0.065197378,-2.662486667,0.64423,-1.274103333,-0.455753333,3.306716667,1.388383333,2.206733333,0.020426797,0.119560108,0.021404302,0.102247466,+,,+,,0.010449816,0.132706214,0.032232818,+,,+
JANJIKNC_03771 Ribonucleoside-diphosphate reductase subunit alpha 1,18.7592,20.69931,18.84529,19.79218,20.17647,22.4381,22.534,22.66243,20.86295,20.07251,19.95176,19.49259,19.0509,19.40616,21.16312,0.011123298,0.038784868,0.054821099,0.018359794,0.015523868,19.4346,20.80225,22.01979333,19.83895333,19.87339333,0.894975385,1.167311332,0.819690364,0.249827687,0.923435099,1.36765,2.585193333,0.404353333,0.438793333,1.217543333,-0.963296667,-0.928856667,0.258852052,0.039453624,0.571567538,0.654632354,,+,,,0.293866939,0.317467318,0.427323264,,,
JANJIKNC_03826 O-succinylhomoserine sulfhydrylase,20.0312,18.87993,19.44569,19.47583,20.5447,19.8137,20.5657,20.35875,20.70759,19.54178,20.25176,19.78353,19.56876,20.66241,20.61324,0.011260399,0.021405584,0.019710321,0.018616991,0.020598863,19.45227333,19.94474333,20.54401333,19.85902333,20.28147,0.470027062,0.446094187,0.143236564,0.294722845,0.504361696,0.49247,1.09174,0.40675,0.829196667,0.59927,-0.08572,0.336726667,0.342994311,0.034775485,0.35836887,0.164176388,,+,,,0.14473988,0.831745516,0.518449407,,,
JANJIKNC_03833 F420-dependent glucose-6-phosphate dehydrogenase,22.96317,22.33208,22.90115,22.16091,21.23588,22.4468,24.0231,23.81098,24.07985,23.51015,23.30536,22.93627,22.18283,22.08489,22.16162,0.10936794,0.085807706,0.212037558,0.195377158,0.074860673,22.73213333,21.94786333,23.97131,23.25059333,22.14311333,0.284011293,0.516800073,0.115713503,0.23746453,0.042070841,-0.78427,1.239176667,0.51846,-0.58902,2.023446667,1.30273,0.19525,0.133152926,0.004639265,0.118725591,0.044059451,,+,,+,0.005679575,0.031694944,0.622562734,+,+,
